dstport,protocol,tag
62172,tcp,dc_t524
34641,udp,dc_t362
56588,icmp,dc_t886
53020,icmp,dc_t139
16351,icmp,dc_t939
58785,udp,dc_t250
53289,udp,dc_t112
36472,udp,dc_t626
9824,udp,dc_t749
51319,icmp,dc_t542
3081,tcp,dc_t950
32485,icmp,dc_t434
3846,udp,dc_t910
48670,udp,dc_t063
28145,icmp,dc_t014
52424,udp,dc_t780
59252,icmp,dc_t829
20741,icmp,dc_t898
56376,icmp,dc_t133
26366,tcp,dc_t719
11239,udp,dc_t961
25632,udp,dc_t842
19764,tcp,dc_t809
22006,tcp,dc_t644
3820,udp,dc_t098
2481,icmp,dc_t209
58106,icmp,dc_t914
45597,udp,dc_t341
63713,icmp,dc_t638
4066,tcp,dc_t319
42942,icmp,dc_t908
26894,udp,dc_t392
1979,icmp,dc_t114
44889,icmp,dc_t570
32538,icmp,dc_t880
34907,tcp,dc_t994
46873,tcp,dc_t882
47857,icmp,dc_t499
46190,icmp,dc_t915
40632,tcp,dc_t115
21044,udp,dc_t612
5088,icmp,dc_t707
30465,icmp,dc_t307
13574,udp,dc_t531
59659,udp,dc_t194
31196,icmp,dc_t414
45197,udp,dc_t457
39415,tcp,dc_t229
39279,tcp,dc_t777
18618,tcp,dc_t992
9961,icmp,dc_t885
9361,udp,dc_t527
48915,icmp,dc_t961
7168,udp,dc_t174
30092,udp,dc_t935
51895,tcp,dc_t173
8741,tcp,dc_t258
51123,tcp,dc_t826
11008,icmp,dc_t237
6438,icmp,dc_t401
56611,tcp,dc_t331
33487,tcp,dc_t775
38136,udp,dc_t059
38793,udp,dc_t658
4330,tcp,dc_t196
52469,udp,dc_t218
5123,udp,dc_t005
63873,icmp,dc_t459
46198,udp,dc_t177
48293,udp,dc_t391
13641,udp,dc_t139
19013,udp,dc_t815
33428,udp,dc_t852
3964,icmp,dc_t361
24458,icmp,dc_t850
60083,udp,dc_t589
19289,udp,dc_t156
34710,tcp,dc_t703
36101,udp,dc_t917
24714,udp,dc_t306
15159,tcp,dc_t695
54296,udp,dc_t491
33840,tcp,dc_t761
48449,tcp,dc_t123
54503,tcp,dc_t560
64202,udp,dc_t500
10149,udp,dc_t686
21194,udp,dc_t155
2380,tcp,dc_t327
8115,udp,dc_t146
41851,udp,dc_t173
47600,udp,dc_t053
5928,tcp,dc_t022
24374,icmp,dc_t535
47063,icmp,dc_t704
64252,icmp,dc_t449
38708,udp,dc_t966
33859,tcp,dc_t841
26218,udp,dc_t086
13065,udp,dc_t411
64110,udp,dc_t417
41832,udp,dc_t307
12016,udp,dc_t939
4287,icmp,dc_t173
37760,udp,dc_t453
12389,udp,dc_t314
51181,tcp,dc_t590
14082,icmp,dc_t330
58339,icmp,dc_t933
28073,icmp,dc_t285
32182,udp,dc_t307
13174,tcp,dc_t119
49915,icmp,dc_t601
14952,icmp,dc_t017
15203,icmp,dc_t951
63990,tcp,dc_t890
21418,tcp,dc_t974
31861,icmp,dc_t234
9303,tcp,dc_t933
35672,icmp,dc_t583
62808,udp,dc_t799
49076,icmp,dc_t671
29168,icmp,dc_t979
44443,udp,dc_t503
46877,tcp,dc_t352
51920,tcp,dc_t970
18687,udp,dc_t128
54917,icmp,dc_t167
14130,tcp,dc_t496
51677,udp,dc_t865
37053,udp,dc_t167
34254,udp,dc_t096
32074,udp,dc_t940
13971,udp,dc_t735
26477,tcp,dc_t656
39638,tcp,dc_t590
58342,tcp,dc_t078
23911,udp,dc_t340
9592,tcp,dc_t488
38694,tcp,dc_t130
10627,tcp,dc_t489
42127,udp,dc_t446
32294,tcp,dc_t836
16906,icmp,dc_t404
34804,udp,dc_t135
10806,tcp,dc_t904
226,udp,dc_t158
18563,icmp,dc_t704
34207,tcp,dc_t059
15258,udp,dc_t433
63347,tcp,dc_t108
7197,udp,dc_t847
38133,udp,dc_t715
2152,tcp,dc_t567
62522,icmp,dc_t247
53550,udp,dc_t898
39219,tcp,dc_t796
24725,icmp,dc_t738
23938,tcp,dc_t737
7137,icmp,dc_t420
41270,icmp,dc_t317
10443,tcp,dc_t720
33592,icmp,dc_t536
21477,tcp,dc_t604
12646,icmp,dc_t015
39827,tcp,dc_t301
35002,icmp,dc_t658
13229,tcp,dc_t414
20416,icmp,dc_t372
11873,udp,dc_t821
37278,tcp,dc_t722
36130,tcp,dc_t836
52789,tcp,dc_t853
43427,tcp,dc_t276
57256,tcp,dc_t241
14084,icmp,dc_t126
58947,tcp,dc_t318
45964,tcp,dc_t185
20830,udp,dc_t516
12469,tcp,dc_t810
65351,udp,dc_t718
5822,tcp,dc_t208
46329,udp,dc_t999
37875,tcp,dc_t670
31220,udp,dc_t186
9214,udp,dc_t025
47431,tcp,dc_t044
56633,icmp,dc_t102
53183,icmp,dc_t133
64457,icmp,dc_t574
13609,icmp,dc_t258
57600,icmp,dc_t452
23653,icmp,dc_t140
62148,udp,dc_t177
48951,icmp,dc_t775
24975,tcp,dc_t302
35300,tcp,dc_t587
63284,icmp,dc_t278
52615,tcp,dc_t818
61765,tcp,dc_t667
51681,udp,dc_t432
42675,tcp,dc_t229
1245,tcp,dc_t694
35223,tcp,dc_t613
25250,tcp,dc_t112
44137,tcp,dc_t829
40916,udp,dc_t880
12734,tcp,dc_t796
3244,icmp,dc_t419
37408,tcp,dc_t133
52926,icmp,dc_t466
23193,udp,dc_t919
34286,icmp,dc_t515
1548,tcp,dc_t336
45481,udp,dc_t165
49531,tcp,dc_t492
48339,udp,dc_t054
15010,udp,dc_t296
36742,icmp,dc_t707
49581,tcp,dc_t884
63340,tcp,dc_t399
51748,udp,dc_t003
5885,icmp,dc_t038
63230,tcp,dc_t320
19989,tcp,dc_t151
6104,icmp,dc_t273
41756,udp,dc_t185
15008,udp,dc_t689
12604,udp,dc_t134
45527,tcp,dc_t616
9513,udp,dc_t327
17887,udp,dc_t935
50016,tcp,dc_t294
59692,icmp,dc_t420
44048,tcp,dc_t189
35810,udp,dc_t948
47403,icmp,dc_t342
58950,icmp,dc_t220
13325,tcp,dc_t367
59329,tcp,dc_t991
15155,icmp,dc_t969
62745,icmp,dc_t754
44365,udp,dc_t912
21798,icmp,dc_t234
44534,tcp,dc_t108
50498,icmp,dc_t569
13317,udp,dc_t404
38343,tcp,dc_t674
20807,udp,dc_t205
65525,tcp,dc_t749
60392,icmp,dc_t703
7891,icmp,dc_t851
14691,icmp,dc_t035
63049,icmp,dc_t572
61064,udp,dc_t372
37950,icmp,dc_t703
38865,tcp,dc_t705
54609,tcp,dc_t757
60168,tcp,dc_t703
44526,icmp,dc_t174
34053,icmp,dc_t712
55289,icmp,dc_t007
22120,icmp,dc_t180
17566,icmp,dc_t022
55553,icmp,dc_t297
34678,icmp,dc_t693
8676,tcp,dc_t691
53902,udp,dc_t859
33649,icmp,dc_t873
50847,icmp,dc_t535
13741,icmp,dc_t806
19433,tcp,dc_t242
34002,udp,dc_t062
1479,icmp,dc_t806
19434,udp,dc_t691
22877,udp,dc_t649
36063,tcp,dc_t964
16659,udp,dc_t331
52588,tcp,dc_t529
17236,udp,dc_t702
40117,udp,dc_t467
42840,udp,dc_t320
31905,icmp,dc_t069
64950,tcp,dc_t296
43334,icmp,dc_t812
58499,icmp,dc_t497
17020,icmp,dc_t765
49742,tcp,dc_t585
17616,icmp,dc_t652
44100,tcp,dc_t194
63751,tcp,dc_t685
49439,icmp,dc_t601
62326,udp,dc_t354
25789,icmp,dc_t013
23425,udp,dc_t728
54336,icmp,dc_t226
17297,udp,dc_t390
21503,udp,dc_t338
48191,udp,dc_t623
24402,udp,dc_t441
10665,tcp,dc_t239
39984,icmp,dc_t265
40208,icmp,dc_t426
14987,icmp,dc_t443
3519,tcp,dc_t613
1930,tcp,dc_t043
65222,icmp,dc_t825
20586,udp,dc_t560
14789,udp,dc_t391
33223,tcp,dc_t505
50091,icmp,dc_t254
20753,tcp,dc_t706
50933,tcp,dc_t565
30715,udp,dc_t116
39375,tcp,dc_t143
45110,udp,dc_t704
11657,icmp,dc_t833
35863,tcp,dc_t597
45836,udp,dc_t824
6644,udp,dc_t645
25265,tcp,dc_t693
7283,tcp,dc_t584
3502,icmp,dc_t404
36059,icmp,dc_t101
39255,udp,dc_t317
45534,tcp,dc_t024
42199,udp,dc_t771
12882,tcp,dc_t813
24569,udp,dc_t321
35780,tcp,dc_t733
14647,icmp,dc_t484
14038,icmp,dc_t188
33995,icmp,dc_t387
20512,icmp,dc_t066
64423,icmp,dc_t261
22832,udp,dc_t042
53855,udp,dc_t091
29975,icmp,dc_t190
40062,tcp,dc_t434
43836,udp,dc_t444
43418,udp,dc_t084
26277,udp,dc_t436
33877,tcp,dc_t464
49838,tcp,dc_t498
54490,udp,dc_t467
6096,udp,dc_t476
27143,udp,dc_t283
48536,tcp,dc_t876
1174,udp,dc_t807
13568,icmp,dc_t749
56228,tcp,dc_t269
25697,udp,dc_t977
53775,udp,dc_t304
63661,icmp,dc_t323
18420,tcp,dc_t994
65027,udp,dc_t003
64884,tcp,dc_t581
55301,icmp,dc_t526
4490,icmp,dc_t887
18365,tcp,dc_t982
52320,icmp,dc_t652
13346,udp,dc_t276
34933,tcp,dc_t808
4126,icmp,dc_t915
40890,tcp,dc_t114
3384,tcp,dc_t925
16361,tcp,dc_t210
3884,icmp,dc_t725
45920,udp,dc_t283
28125,tcp,dc_t102
65132,tcp,dc_t154
60790,tcp,dc_t784
31524,tcp,dc_t441
56114,udp,dc_t576
32142,tcp,dc_t390
37376,icmp,dc_t863
43430,tcp,dc_t017
46129,tcp,dc_t446
28160,tcp,dc_t541
47554,tcp,dc_t342
53510,icmp,dc_t429
11913,tcp,dc_t512
1478,udp,dc_t026
50706,tcp,dc_t570
20216,tcp,dc_t296
22318,udp,dc_t543
26573,udp,dc_t921
62014,udp,dc_t486
44387,icmp,dc_t619
24594,udp,dc_t029
59507,icmp,dc_t732
9380,tcp,dc_t446
57259,udp,dc_t406
14613,tcp,dc_t175
25072,tcp,dc_t363
28344,tcp,dc_t994
46688,icmp,dc_t145
12492,tcp,dc_t766
29115,udp,dc_t036
40932,tcp,dc_t342
35088,udp,dc_t769
37347,udp,dc_t677
62666,udp,dc_t334
52976,udp,dc_t892
21346,tcp,dc_t180
16333,tcp,dc_t276
29804,tcp,dc_t345
36836,icmp,dc_t641
56957,icmp,dc_t487
21743,tcp,dc_t462
13710,tcp,dc_t230
12037,icmp,dc_t255
63055,icmp,dc_t755
45085,udp,dc_t803
59657,udp,dc_t170
35897,icmp,dc_t383
769,icmp,dc_t162
25629,icmp,dc_t838
30441,icmp,dc_t343
49118,tcp,dc_t520
48214,udp,dc_t518
22446,icmp,dc_t058
13486,icmp,dc_t116
45890,icmp,dc_t770
14813,udp,dc_t926
56128,icmp,dc_t392
15196,udp,dc_t021
6736,icmp,dc_t342
3565,udp,dc_t727
64555,udp,dc_t101
47290,udp,dc_t539
59905,udp,dc_t593
418,udp,dc_t744
330,icmp,dc_t197
59382,udp,dc_t198
8567,icmp,dc_t973
47943,icmp,dc_t821
15604,tcp,dc_t586
27549,udp,dc_t932
37697,tcp,dc_t579
40705,icmp,dc_t334
534,tcp,dc_t531
14401,tcp,dc_t350
16843,udp,dc_t403
46041,icmp,dc_t578
20072,icmp,dc_t577
43269,udp,dc_t416
48031,icmp,dc_t434
16832,tcp,dc_t379
7711,tcp,dc_t678
10348,udp,dc_t522
2942,udp,dc_t745
59675,tcp,dc_t202
32183,icmp,dc_t361
23090,udp,dc_t714
25109,icmp,dc_t472
11596,tcp,dc_t252
59046,icmp,dc_t548
20725,icmp,dc_t174
19458,tcp,dc_t882
2773,udp,dc_t658
19404,udp,dc_t909
34518,tcp,dc_t079
10347,tcp,dc_t699
48302,tcp,dc_t592
62420,tcp,dc_t239
32253,icmp,dc_t006
3939,udp,dc_t452
34018,tcp,dc_t517
6805,udp,dc_t286
15800,icmp,dc_t513
10602,udp,dc_t906
11371,tcp,dc_t691
37676,udp,dc_t067
7831,icmp,dc_t047
38672,tcp,dc_t792
10418,udp,dc_t280
47001,icmp,dc_t113
10160,tcp,dc_t064
61629,tcp,dc_t680
34761,udp,dc_t100
18022,tcp,dc_t948
54673,icmp,dc_t132
45106,udp,dc_t087
2354,tcp,dc_t834
24241,icmp,dc_t188
39712,tcp,dc_t594
65208,tcp,dc_t757
17403,tcp,dc_t270
47191,icmp,dc_t673
12289,icmp,dc_t574
25382,tcp,dc_t438
39645,icmp,dc_t424
11738,icmp,dc_t577
47129,icmp,dc_t414
3195,tcp,dc_t977
14010,udp,dc_t483
3972,icmp,dc_t045
44588,icmp,dc_t444
44743,icmp,dc_t171
53909,tcp,dc_t188
22223,tcp,dc_t159
50297,udp,dc_t110
36766,tcp,dc_t368
61614,udp,dc_t607
10950,udp,dc_t597
32994,tcp,dc_t692
65005,udp,dc_t436
16797,tcp,dc_t700
9074,icmp,dc_t616
60770,udp,dc_t359
33552,tcp,dc_t195
3709,udp,dc_t624
60610,tcp,dc_t894
28057,icmp,dc_t740
27625,udp,dc_t571
6130,tcp,dc_t024
32813,udp,dc_t699
42303,udp,dc_t929
29156,udp,dc_t507
19631,icmp,dc_t661
30166,icmp,dc_t827
5666,udp,dc_t597
40716,icmp,dc_t848
45815,tcp,dc_t756
844,icmp,dc_t714
43614,tcp,dc_t790
49671,icmp,dc_t109
3806,tcp,dc_t733
34373,icmp,dc_t992
28286,icmp,dc_t644
27044,udp,dc_t787
19382,icmp,dc_t211
46076,udp,dc_t269
45362,tcp,dc_t671
22784,tcp,dc_t231
64876,tcp,dc_t924
31297,tcp,dc_t312
17777,icmp,dc_t811
10537,icmp,dc_t280
64653,icmp,dc_t860
64550,icmp,dc_t392
6712,icmp,dc_t464
41043,tcp,dc_t881
40810,tcp,dc_t310
19110,udp,dc_t358
10661,tcp,dc_t733
32876,icmp,dc_t399
24005,icmp,dc_t885
22368,udp,dc_t525
25398,icmp,dc_t063
61038,udp,dc_t921
49319,icmp,dc_t369
15992,tcp,dc_t928
62755,tcp,dc_t856
38711,udp,dc_t834
21249,icmp,dc_t262
45933,tcp,dc_t371
57180,udp,dc_t793
6327,tcp,dc_t121
54153,icmp,dc_t806
54746,icmp,dc_t780
4281,tcp,dc_t495
61584,icmp,dc_t487
42046,icmp,dc_t734
41605,icmp,dc_t178
31320,icmp,dc_t938
45395,udp,dc_t609
51130,icmp,dc_t342
58823,tcp,dc_t866
33,tcp,dc_t757
37954,tcp,dc_t842
54422,udp,dc_t685
30218,tcp,dc_t189
24782,icmp,dc_t074
6991,tcp,dc_t923
29583,icmp,dc_t486
58897,icmp,dc_t223
15847,tcp,dc_t553
65362,icmp,dc_t439
32232,icmp,dc_t985
61011,tcp,dc_t501
27926,tcp,dc_t946
57696,udp,dc_t919
30561,tcp,dc_t795
20781,udp,dc_t222
51149,icmp,dc_t796
14838,tcp,dc_t010
26393,tcp,dc_t816
31219,icmp,dc_t938
18354,udp,dc_t337
824,tcp,dc_t856
64251,icmp,dc_t927
5485,udp,dc_t761
16551,tcp,dc_t447
25633,icmp,dc_t935
26729,tcp,dc_t340
40808,tcp,dc_t579
7690,udp,dc_t044
20345,udp,dc_t288
25419,icmp,dc_t935
42016,udp,dc_t015
7918,tcp,dc_t026
14041,udp,dc_t267
54789,udp,dc_t869
21788,udp,dc_t564
23794,icmp,dc_t516
41925,tcp,dc_t618
50538,tcp,dc_t621
47715,tcp,dc_t945
31366,tcp,dc_t038
9463,icmp,dc_t716
51183,udp,dc_t342
11926,icmp,dc_t161
33767,tcp,dc_t732
41100,icmp,dc_t864
1104,icmp,dc_t414
4697,tcp,dc_t006
29504,icmp,dc_t891
15609,udp,dc_t010
44180,tcp,dc_t527
4427,udp,dc_t454
58386,icmp,dc_t098
50228,udp,dc_t713
53898,tcp,dc_t889
5077,tcp,dc_t597
54096,tcp,dc_t331
60739,udp,dc_t983
4719,udp,dc_t491
53783,udp,dc_t989
44661,tcp,dc_t235
23525,icmp,dc_t337
26348,icmp,dc_t744
42905,icmp,dc_t299
20828,tcp,dc_t390
45844,tcp,dc_t131
7273,tcp,dc_t333
57569,udp,dc_t543
40042,icmp,dc_t167
27320,tcp,dc_t183
42663,tcp,dc_t725
47157,tcp,dc_t972
42083,tcp,dc_t847
4979,icmp,dc_t205
21085,icmp,dc_t038
26120,icmp,dc_t583
13494,tcp,dc_t147
60330,icmp,dc_t187
62107,udp,dc_t136
41717,icmp,dc_t571
51581,icmp,dc_t346
20375,icmp,dc_t967
21782,icmp,dc_t402
42063,tcp,dc_t740
4464,icmp,dc_t893
28257,udp,dc_t602
63266,icmp,dc_t226
1133,tcp,dc_t301
14928,icmp,dc_t778
65367,udp,dc_t452
7759,tcp,dc_t907
25625,udp,dc_t506
9192,udp,dc_t364
36050,tcp,dc_t947
49769,icmp,dc_t905
20880,udp,dc_t054
26191,icmp,dc_t028
63781,udp,dc_t403
45788,tcp,dc_t770
14157,tcp,dc_t371
53737,tcp,dc_t449
16774,icmp,dc_t853
19256,tcp,dc_t910
35992,udp,dc_t065
12209,udp,dc_t936
40209,udp,dc_t326
52738,udp,dc_t104
45988,udp,dc_t228
29147,udp,dc_t254
4146,tcp,dc_t358
12250,udp,dc_t622
63913,tcp,dc_t613
46908,icmp,dc_t197
48909,udp,dc_t621
49719,tcp,dc_t914
19244,udp,dc_t084
35793,icmp,dc_t996
48883,tcp,dc_t738
37591,udp,dc_t761
7542,icmp,dc_t366
33099,udp,dc_t572
27117,tcp,dc_t543
547,tcp,dc_t940
51358,udp,dc_t541
51132,tcp,dc_t488
38174,icmp,dc_t667
61713,udp,dc_t470
64017,icmp,dc_t330
52651,icmp,dc_t089
22947,icmp,dc_t452
42283,tcp,dc_t620
24823,udp,dc_t932
52853,tcp,dc_t038
42175,udp,dc_t269
34645,icmp,dc_t988
43794,icmp,dc_t375
34135,tcp,dc_t791
25948,udp,dc_t369
43085,icmp,dc_t741
25442,icmp,dc_t046
14902,udp,dc_t574
49692,tcp,dc_t943
7023,udp,dc_t473
52268,udp,dc_t049
2860,icmp,dc_t393
45620,udp,dc_t825
1356,icmp,dc_t898
8839,tcp,dc_t175
27255,icmp,dc_t681
62700,udp,dc_t348
19285,tcp,dc_t117
26885,icmp,dc_t094
56632,udp,dc_t178
20138,icmp,dc_t806
35078,udp,dc_t784
39678,tcp,dc_t400
28056,icmp,dc_t008
43153,udp,dc_t310
43643,udp,dc_t298
54309,udp,dc_t960
39577,udp,dc_t835
42288,icmp,dc_t868
42779,icmp,dc_t616
25098,icmp,dc_t173
4273,icmp,dc_t191
25743,icmp,dc_t628
41007,udp,dc_t982
26152,udp,dc_t296
48154,udp,dc_t840
58748,udp,dc_t340
31906,udp,dc_t241
606,icmp,dc_t520
50143,icmp,dc_t793
3108,udp,dc_t319
33063,tcp,dc_t350
17889,icmp,dc_t072
52351,udp,dc_t647
61118,icmp,dc_t294
10915,tcp,dc_t224
19934,icmp,dc_t185
991,udp,dc_t118
26016,udp,dc_t792
25874,tcp,dc_t077
25306,icmp,dc_t216
7915,icmp,dc_t857
55529,udp,dc_t481
33631,udp,dc_t452
58245,tcp,dc_t634
687,icmp,dc_t422
52371,udp,dc_t875
23751,tcp,dc_t799
19081,udp,dc_t811
29467,icmp,dc_t565
45476,tcp,dc_t791
31013,tcp,dc_t994
31391,tcp,dc_t581
46700,icmp,dc_t908
29327,icmp,dc_t373
29875,icmp,dc_t798
61923,tcp,dc_t895
646,udp,dc_t464
37759,icmp,dc_t803
59099,udp,dc_t392
60835,udp,dc_t243
13807,tcp,dc_t137
34061,tcp,dc_t628
22816,icmp,dc_t844
2913,icmp,dc_t215
64400,icmp,dc_t779
40669,icmp,dc_t215
48812,icmp,dc_t736
60974,tcp,dc_t912
31849,tcp,dc_t856
45222,udp,dc_t996
7700,udp,dc_t282
50094,tcp,dc_t194
58413,udp,dc_t398
12234,icmp,dc_t509
64798,udp,dc_t399
28846,udp,dc_t055
14930,icmp,dc_t267
4061,tcp,dc_t293
18911,udp,dc_t666
32726,icmp,dc_t543
191,icmp,dc_t359
29285,udp,dc_t934
48209,tcp,dc_t893
9212,icmp,dc_t572
40144,icmp,dc_t338
40678,tcp,dc_t698
8297,udp,dc_t149
11021,udp,dc_t605
35939,icmp,dc_t985
30905,udp,dc_t547
18453,udp,dc_t103
16558,tcp,dc_t059
15918,icmp,dc_t026
38198,tcp,dc_t196
43413,tcp,dc_t814
34549,udp,dc_t134
25262,udp,dc_t630
16349,tcp,dc_t402
32703,tcp,dc_t502
14922,udp,dc_t074
56596,udp,dc_t444
31886,icmp,dc_t602
1811,icmp,dc_t521
40664,tcp,dc_t033
8106,tcp,dc_t045
24517,udp,dc_t807
6321,udp,dc_t906
27795,udp,dc_t745
18910,icmp,dc_t783
63731,udp,dc_t459
40658,tcp,dc_t218
33929,icmp,dc_t112
2710,udp,dc_t244
7356,tcp,dc_t786
24027,udp,dc_t667
23046,icmp,dc_t874
4348,tcp,dc_t935
41275,tcp,dc_t965
15897,tcp,dc_t261
58687,icmp,dc_t254
5457,tcp,dc_t830
38187,icmp,dc_t862
20163,tcp,dc_t203
46562,udp,dc_t604
43124,tcp,dc_t691
48521,tcp,dc_t540
87,udp,dc_t677
51759,icmp,dc_t218
8271,tcp,dc_t558
30942,udp,dc_t022
10336,icmp,dc_t070
42528,icmp,dc_t246
36609,icmp,dc_t041
26331,udp,dc_t453
4804,tcp,dc_t839
45494,icmp,dc_t449
317,icmp,dc_t967
11016,icmp,dc_t535
22417,icmp,dc_t826
37736,tcp,dc_t345
49137,udp,dc_t358
39387,tcp,dc_t848
27103,tcp,dc_t022
9172,icmp,dc_t590
25288,tcp,dc_t280
23096,icmp,dc_t335
57564,udp,dc_t191
49427,icmp,dc_t093
23087,tcp,dc_t274
11082,icmp,dc_t727
42018,tcp,dc_t224
39946,icmp,dc_t207
61595,udp,dc_t561
32210,udp,dc_t803
58396,tcp,dc_t093
25516,udp,dc_t378
42808,icmp,dc_t777
36662,udp,dc_t617
49699,icmp,dc_t407
26660,icmp,dc_t691
17137,tcp,dc_t714
5713,udp,dc_t267
41855,tcp,dc_t470
39844,udp,dc_t355
61284,tcp,dc_t401
29357,icmp,dc_t774
32353,udp,dc_t984
28406,icmp,dc_t023
48471,icmp,dc_t866
32599,tcp,dc_t334
5170,udp,dc_t735
46668,tcp,dc_t011
35852,tcp,dc_t197
2907,udp,dc_t530
36985,udp,dc_t759
18312,icmp,dc_t696
14095,icmp,dc_t511
46066,icmp,dc_t202
4916,icmp,dc_t120
5646,icmp,dc_t980
47571,udp,dc_t672
60784,icmp,dc_t528
14653,udp,dc_t821
12208,icmp,dc_t088
33814,tcp,dc_t313
5594,udp,dc_t115
7657,icmp,dc_t779
53921,tcp,dc_t729
50626,tcp,dc_t876
43694,tcp,dc_t044
62129,udp,dc_t573
49362,icmp,dc_t779
11253,icmp,dc_t929
29119,udp,dc_t477
35316,tcp,dc_t392
2210,icmp,dc_t968
18786,tcp,dc_t298
39879,tcp,dc_t785
13502,udp,dc_t808
60131,tcp,dc_t200
50785,tcp,dc_t956
45158,tcp,dc_t924
982,icmp,dc_t049
12533,udp,dc_t389
48616,icmp,dc_t333
3286,icmp,dc_t695
18669,icmp,dc_t440
49057,udp,dc_t297
28536,udp,dc_t968
63192,udp,dc_t382
61367,udp,dc_t350
38112,udp,dc_t088
17740,udp,dc_t494
39317,icmp,dc_t114
10140,icmp,dc_t936
12020,udp,dc_t418
6055,icmp,dc_t960
32844,tcp,dc_t164
61163,tcp,dc_t371
22171,udp,dc_t114
7850,tcp,dc_t092
28535,udp,dc_t815
62202,tcp,dc_t912
4664,udp,dc_t120
404,udp,dc_t788
40819,icmp,dc_t491
8801,tcp,dc_t521
44579,tcp,dc_t471
38311,udp,dc_t659
16150,udp,dc_t677
41022,tcp,dc_t205
15849,icmp,dc_t712
21461,tcp,dc_t914
31105,udp,dc_t706
10688,icmp,dc_t786
45211,udp,dc_t259
16314,icmp,dc_t151
30908,tcp,dc_t397
48338,tcp,dc_t020
64086,udp,dc_t172
55175,udp,dc_t515
4805,udp,dc_t783
36396,icmp,dc_t661
34932,tcp,dc_t163
6375,udp,dc_t762
38313,icmp,dc_t184
4132,icmp,dc_t537
18870,icmp,dc_t418
11606,tcp,dc_t635
41730,tcp,dc_t799
19579,udp,dc_t310
809,tcp,dc_t253
33629,udp,dc_t186
51058,udp,dc_t190
51081,tcp,dc_t482
13454,tcp,dc_t370
4768,tcp,dc_t608
5494,udp,dc_t620
52327,udp,dc_t486
7171,icmp,dc_t821
11349,tcp,dc_t563
29458,icmp,dc_t068
61498,icmp,dc_t288
33149,icmp,dc_t954
6705,icmp,dc_t533
39009,icmp,dc_t374
17520,udp,dc_t748
10762,icmp,dc_t028
28493,udp,dc_t738
12685,udp,dc_t955
29820,icmp,dc_t937
4828,tcp,dc_t039
51972,icmp,dc_t675
24434,tcp,dc_t977
48759,icmp,dc_t494
6334,udp,dc_t407
21966,tcp,dc_t965
44800,tcp,dc_t154
39370,icmp,dc_t823
18582,tcp,dc_t590
60050,udp,dc_t978
10256,tcp,dc_t210
23520,icmp,dc_t012
35954,tcp,dc_t253
14779,tcp,dc_t046
54943,icmp,dc_t356
18102,udp,dc_t064
54564,icmp,dc_t923
3953,icmp,dc_t897
12277,icmp,dc_t451
51651,icmp,dc_t079
54455,icmp,dc_t815
56317,udp,dc_t283
12869,tcp,dc_t167
42275,tcp,dc_t286
37671,udp,dc_t586
41884,icmp,dc_t365
28094,icmp,dc_t010
46517,icmp,dc_t919
20652,tcp,dc_t934
14056,icmp,dc_t974
23930,icmp,dc_t168
3946,tcp,dc_t620
57288,tcp,dc_t187
42224,udp,dc_t182
30793,udp,dc_t241
38128,icmp,dc_t881
14174,icmp,dc_t344
42471,tcp,dc_t060
47489,udp,dc_t458
35433,udp,dc_t519
63296,tcp,dc_t141
60262,icmp,dc_t702
11935,udp,dc_t313
36463,icmp,dc_t763
34755,icmp,dc_t666
31453,icmp,dc_t675
15289,icmp,dc_t142
49416,icmp,dc_t182
681,udp,dc_t703
62435,tcp,dc_t611
28566,udp,dc_t612
38158,udp,dc_t657
19205,udp,dc_t794
44892,udp,dc_t252
7765,icmp,dc_t600
5164,udp,dc_t456
47266,udp,dc_t087
6168,udp,dc_t113
31487,tcp,dc_t870
11268,udp,dc_t059
21090,icmp,dc_t304
19802,tcp,dc_t347
16250,icmp,dc_t243
26808,udp,dc_t338
50662,icmp,dc_t128
47086,tcp,dc_t195
2204,icmp,dc_t695
55560,udp,dc_t672
43791,icmp,dc_t294
19614,udp,dc_t601
8895,icmp,dc_t825
35451,tcp,dc_t165
56298,udp,dc_t880
20078,tcp,dc_t209
40494,tcp,dc_t596
51133,icmp,dc_t314
13859,tcp,dc_t809
57377,icmp,dc_t474
36519,tcp,dc_t971
30959,icmp,dc_t630
34046,icmp,dc_t547
41506,tcp,dc_t851
52851,udp,dc_t473
53447,udp,dc_t850
6752,icmp,dc_t221
61566,udp,dc_t644
30889,udp,dc_t852
12584,udp,dc_t773
53900,tcp,dc_t533
62442,udp,dc_t621
8157,tcp,dc_t372
19908,udp,dc_t702
60911,icmp,dc_t153
14632,tcp,dc_t599
50779,tcp,dc_t110
36166,icmp,dc_t446
47364,icmp,dc_t890
1659,udp,dc_t268
37414,tcp,dc_t763
63559,udp,dc_t327
57056,tcp,dc_t908
36664,udp,dc_t961
45076,tcp,dc_t791
47552,udp,dc_t586
53157,udp,dc_t955
3283,icmp,dc_t335
62927,icmp,dc_t334
27863,icmp,dc_t634
31819,tcp,dc_t354
53785,udp,dc_t389
34927,icmp,dc_t662
26389,udp,dc_t242
30508,udp,dc_t757
44574,udp,dc_t580
45716,tcp,dc_t018
11001,tcp,dc_t713
15606,udp,dc_t639
46094,icmp,dc_t597
10721,udp,dc_t706
12614,udp,dc_t834
