2, 123456789012,eni-n8ygmwnn, 185.144.92.110, 255.35.60.234, 3526, icmp, 6, 22, 2000, 1620140671, 1620140801, REJECT, OK
2, 123456789012,eni-irerrrgp, 55.5.164.4, 234.53.173.32, 60050, udp, 6, 2, 22000, 1620140722, 1620140733, REJECT, OK
2, 123456789012,eni-ydh992mq, 185.101.146.235, 28.71.74.244, 10256, tcp, 17, 13, 20000, 1620140736, 1620140808, REJECT, OK
2, 123456789012,eni-482whkcq, 254.16.24.82, 54.61.229.101, 23520, icmp, 6, 5, 20000, 1620140744, 1620140800, REJECT, OK
2, 123456789012,eni-obse01vb, 151.169.43.165, 20.88.26.80, 35954, tcp, 17, 15, 18000, 1620140729, 1620140800, ACCEPT, OK
2, 123456789012,eni-3wfaf28d, 25.224.242.104, 198.64.235.245, 14779, tcp, 17, 20, 18000, 1620140712, 1620140813, ACCEPT, OK
2, 123456789012,eni-uax9seug, 20.49.156.240, 217.159.204.187, 54943, icmp, 6, 8, 11000, 1620140684, 1620140746, REJECT, OK
2, 123456789012,eni-23m4emox, 66.199.138.30, 201.19.165.218, 18102, udp, 6, 19, 10000, 1620140682, 1620140754, REJECT, OK
2, 123456789012,eni-o9wgvrhm, 21.68.95.164, 133.39.57.210, 54564, icmp, 17, 19, 21000, 1620140675, 1620140776, REJECT, OK
2, 123456789012,eni-5t3q0mxv, 241.130.96.129, 221.251.197.241, 3953, icmp, 17, 8, 11000, 1620140729, 1620140793, REJECT, OK
2, 123456789012,eni-m1frl9cj, 79.128.68.169, 213.199.112.65, 12277, icmp, 6, 2, 19000, 1620140736, 1620140798, ACCEPT, OK
2, 123456789012,eni-dooa8wmo, 19.104.107.59, 108.202.189.102, 51651, icmp, 1, 1, 14000, 1620140687, 1620140766, ACCEPT, OK
2, 123456789012,eni-lnm07ga9, 149.200.82.33, 76.102.210.106, 54455, icmp, 6, 17, 25000, 1620140706, 1620140722, ACCEPT, OK
2, 123456789012,eni-ea561k19, 40.198.22.139, 145.248.127.216, 56317, udp, 6, 19, 17000, 1620140745, 1620140755, ACCEPT, OK
2, 123456789012,eni-7rt82uh9, 112.132.125.66, 27.95.183.238, 12869, tcp, 1, 16, 4000, 1620140704, 1620140739, REJECT, OK
2, 123456789012,eni-dzdfwumb, 197.107.84.203, 226.206.118.130, 42275, tcp, 1, 25, 1000, 1620140728, 1620140793, ACCEPT, OK
2, 123456789012,eni-pz7zkqng, 89.26.179.193, 236.172.193.196, 37671, udp, 17, 15, 7000, 1620140665, 1620140721, REJECT, OK
2, 123456789012,eni-lmzxrxkg, 149.88.185.55, 170.119.95.182, 41884, icmp, 6, 14, 17000, 1620140754, 1620140729, ACCEPT, OK
2, 123456789012,eni-s7qoz7q9, 103.166.203.130, 187.107.160.48, 28094, icmp, 1, 12, 6000, 1620140662, 1620140731, REJECT, OK
2, 123456789012,eni-yqawvfle, 240.117.250.41, 192.161.124.36, 46517, icmp, 6, 6, 2000, 1620140716, 1620140728, REJECT, OK
2, 123456789012,eni-pbjt7s0y, 254.12.197.146, 212.80.41.5, 20652, tcp, 1, 5, 25000, 1620140675, 1620140776, ACCEPT, OK
2, 123456789012,eni-9zol862n, 57.57.100.23, 161.64.153.157, 14056, icmp, 1, 18, 15000, 1620140731, 1620140737, ACCEPT, OK
2, 123456789012,eni-pw4fe0i2, 213.86.58.40, 220.54.255.186, 23930, icmp, 1, 18, 1000, 1620140735, 1620140808, ACCEPT, OK
2, 123456789012,eni-0rsi0uza, 211.236.211.90, 39.141.77.65, 3946, tcp, 17, 11, 22000, 1620140689, 1620140721, ACCEPT, OK
2, 123456789012,eni-9xr0l61b, 94.198.109.159, 179.96.10.194, 57288, tcp, 17, 21, 25000, 1620140701, 1620140816, ACCEPT, OK
2, 123456789012,eni-z2ooeetj, 123.105.139.132, 169.241.219.40, 42224, udp, 1, 5, 9000, 1620140669, 1620140775, REJECT, OK
2, 123456789012,eni-lonept32, 54.242.195.55, 93.56.90.172, 30793, udp, 17, 16, 9000, 1620140693, 1620140764, REJECT, OK
2, 123456789012,eni-5x2cq2uj, 46.96.208.119, 184.63.181.28, 38128, icmp, 6, 13, 7000, 1620140740, 1620140799, ACCEPT, OK
2, 123456789012,eni-3kdgejn6, 86.165.96.3, 89.193.99.103, 14174, icmp, 6, 13, 8000, 1620140747, 1620140747, ACCEPT, OK
2, 123456789012,eni-kvc6mzut, 44.0.39.209, 254.160.178.227, 42471, tcp, 6, 24, 2000, 1620140702, 1620140820, ACCEPT, OK
2, 123456789012,eni-gf80y0jj, 226.10.221.42, 87.35.251.72, 47489, udp, 1, 18, 22000, 1620140720, 1620140742, REJECT, OK
2, 123456789012,eni-ybf3zoo5, 228.67.26.146, 221.254.222.214, 35433, udp, 1, 18, 9000, 1620140742, 1620140760, REJECT, OK
2, 123456789012,eni-62temrwt, 140.22.47.140, 212.107.203.235, 63296, tcp, 17, 14, 18000, 1620140662, 1620140768, ACCEPT, OK
2, 123456789012,eni-5906np5y, 213.105.13.180, 14.178.133.117, 60262, icmp, 6, 12, 23000, 1620140699, 1620140778, REJECT, OK
2, 123456789012,eni-jxi0q9jq, 78.183.82.236, 185.187.110.212, 11935, udp, 17, 24, 13000, 1620140757, 1620140807, REJECT, OK
2, 123456789012,eni-fyx3caba, 12.192.57.144, 70.194.6.10, 36463, icmp, 6, 24, 9000, 1620140739, 1620140752, REJECT, OK
2, 123456789012,eni-133zd981, 131.207.171.118, 237.68.78.34, 34755, icmp, 17, 20, 22000, 1620140674, 1620140793, ACCEPT, OK
2, 123456789012,eni-rwr1yv3f, 211.184.158.240, 227.217.158.137, 31453, icmp, 17, 9, 19000, 1620140704, 1620140798, REJECT, OK
2, 123456789012,eni-hr0c7qgz, 58.83.110.72, 1.138.82.255, 15289, icmp, 17, 23, 25000, 1620140713, 1620140814, ACCEPT, OK
2, 123456789012,eni-6i0v1emv, 152.232.247.200, 93.24.141.114, 49416, icmp, 17, 1, 4000, 1620140755, 1620140809, REJECT, OK
2, 123456789012,eni-06qvbbl6, 81.115.118.165, 201.189.134.150, 681, udp, 17, 13, 2000, 1620140712, 1620140721, REJECT, OK
2, 123456789012,eni-p17fwq9d, 110.73.39.186, 112.87.247.144, 62435, tcp, 6, 18, 3000, 1620140724, 1620140722, REJECT, OK
2, 123456789012,eni-80wfqa3s, 217.201.44.39, 150.249.175.63, 28566, udp, 6, 10, 19000, 1620140697, 1620140809, ACCEPT, OK
2, 123456789012,eni-5fyr4v2p, 166.17.69.69, 172.5.61.233, 38158, udp, 1, 22, 1000, 1620140728, 1620140755, ACCEPT, OK
2, 123456789012,eni-ol91bkhe, 109.128.48.194, 229.185.248.107, 19205, udp, 6, 4, 9000, 1620140727, 1620140782, REJECT, OK
2, 123456789012,eni-kblgfvzx, 217.197.146.160, 31.96.245.120, 44892, udp, 1, 19, 12000, 1620140664, 1620140784, ACCEPT, OK
2, 123456789012,eni-fe65eexi, 8.211.108.165, 168.193.13.224, 7765, icmp, 17, 19, 15000, 1620140720, 1620140773, REJECT, OK
2, 123456789012,eni-e75xw76n, 196.224.9.43, 218.17.166.160, 5164, udp, 17, 19, 7000, 1620140684, 1620140737, ACCEPT, OK
2, 123456789012,eni-pgzg8gty, 87.144.132.48, 20.100.190.8, 47266, udp, 6, 1, 23000, 1620140721, 1620140737, ACCEPT, OK
2, 123456789012,eni-2r9h6o7j, 250.234.6.182, 249.96.221.143, 6168, udp, 6, 17, 6000, 1620140684, 1620140821, ACCEPT, OK
2, 123456789012,eni-10g1ntvy, 177.96.192.95, 238.118.174.24, 31487, tcp, 6, 14, 18000, 1620140674, 1620140796, ACCEPT, OK
2, 123456789012,eni-sgwglpvv, 215.63.108.123, 69.167.116.63, 11268, udp, 17, 1, 4000, 1620140751, 1620140811, ACCEPT, OK
2, 123456789012,eni-l7h0tzd5, 173.140.94.44, 102.219.3.120, 21090, icmp, 1, 5, 18000, 1620140757, 1620140783, ACCEPT, OK
2, 123456789012,eni-r0n1twos, 253.229.51.174, 18.113.30.226, 19802, tcp, 6, 3, 18000, 1620140729, 1620140821, REJECT, OK
2, 123456789012,eni-xunk8aux, 252.190.111.162, 169.117.162.211, 16250, icmp, 1, 25, 25000, 1620140716, 1620140815, REJECT, OK
2, 123456789012,eni-x3kl2fw6, 180.253.100.242, 241.191.28.135, 26808, udp, 17, 20, 16000, 1620140761, 1620140777, REJECT, OK
2, 123456789012,eni-9pnyepq5, 92.97.132.103, 156.113.81.171, 50662, icmp, 17, 7, 15000, 1620140745, 1620140787, ACCEPT, OK
2, 123456789012,eni-1fn0nxk9, 93.159.216.51, 94.175.3.67, 47086, tcp, 1, 13, 21000, 1620140710, 1620140741, ACCEPT, OK
2, 123456789012,eni-ie6f6mq7, 106.68.151.75, 120.106.190.198, 2204, icmp, 1, 21, 5000, 1620140703, 1620140772, REJECT, OK
2, 123456789012,eni-l5cbr8rd, 120.84.17.192, 104.38.229.84, 55560, udp, 17, 17, 20000, 1620140671, 1620140767, REJECT, OK
2, 123456789012,eni-vfbtyy5u, 59.103.70.145, 82.234.195.127, 43791, icmp, 17, 24, 23000, 1620140747, 1620140802, ACCEPT, OK
2, 123456789012,eni-u4ghuvls, 71.41.164.84, 218.64.167.192, 19614, udp, 1, 17, 9000, 1620140666, 1620140746, ACCEPT, OK
2, 123456789012,eni-0r6asojm, 25.70.119.36, 227.203.250.26, 8895, icmp, 6, 1, 22000, 1620140672, 1620140741, REJECT, OK
2, 123456789012,eni-c9j427ul, 58.128.37.148, 249.128.34.157, 35451, tcp, 1, 11, 1000, 1620140710, 1620140785, ACCEPT, OK
2, 123456789012,eni-0jp3yz42, 48.108.205.244, 244.127.16.50, 56298, udp, 6, 6, 4000, 1620140749, 1620140800, REJECT, OK
2, 123456789012,eni-tk57oxlx, 18.228.164.182, 2.67.129.95, 20078, tcp, 17, 17, 20000, 1620140752, 1620140771, REJECT, OK
2, 123456789012,eni-e7if1qdq, 88.157.74.106, 231.90.94.232, 40494, tcp, 17, 10, 2000, 1620140686, 1620140767, ACCEPT, OK
2, 123456789012,eni-y41f4trj, 121.187.81.86, 44.37.218.107, 51133, icmp, 17, 12, 1000, 1620140706, 1620140734, ACCEPT, OK
2, 123456789012,eni-t7v621n9, 177.187.67.41, 254.182.106.225, 13859, tcp, 17, 12, 22000, 1620140745, 1620140740, ACCEPT, OK
2, 123456789012,eni-17qv4tai, 21.148.209.106, 138.214.108.103, 57377, icmp, 1, 22, 14000, 1620140664, 1620140819, REJECT, OK
2, 123456789012,eni-mw79jydt, 155.226.160.80, 230.82.162.171, 36519, tcp, 6, 5, 8000, 1620140722, 1620140728, REJECT, OK
2, 123456789012,eni-4l0khig0, 153.100.86.147, 234.172.224.111, 30959, icmp, 17, 16, 11000, 1620140703, 1620140750, REJECT, OK
2, 123456789012,eni-yoqcz562, 255.252.150.23, 154.44.184.193, 34046, icmp, 1, 12, 14000, 1620140700, 1620140818, REJECT, OK
2, 123456789012,eni-h6nvoy1m, 174.200.208.210, 221.238.86.169, 41506, tcp, 17, 19, 9000, 1620140664, 1620140783, ACCEPT, OK
2, 123456789012,eni-lw67ikv1, 118.28.27.26, 212.106.67.195, 52851, udp, 1, 14, 20000, 1620140735, 1620140722, REJECT, OK
2, 123456789012,eni-gpj0mgu8, 2.2.142.160, 35.158.76.152, 53447, udp, 1, 6, 25000, 1620140720, 1620140810, REJECT, OK
2, 123456789012,eni-1a96x11l, 64.127.21.180, 76.19.247.153, 6752, icmp, 1, 11, 22000, 1620140668, 1620140749, REJECT, OK
2, 123456789012,eni-4oai2dsk, 61.3.131.13, 92.93.151.132, 61566, udp, 1, 23, 4000, 1620140757, 1620140726, REJECT, OK
2, 123456789012,eni-9nxkeaxz, 40.31.204.213, 88.226.138.120, 30889, udp, 6, 2, 25000, 1620140756, 1620140760, ACCEPT, OK
2, 123456789012,eni-sa0s8kss, 81.213.16.179, 25.122.189.41, 12584, udp, 17, 22, 9000, 1620140686, 1620140806, ACCEPT, OK
2, 123456789012,eni-4t2bim72, 149.179.132.91, 243.114.203.233, 53900, tcp, 1, 3, 24000, 1620140685, 1620140767, ACCEPT, OK
2, 123456789012,eni-uafj2i39, 3.7.193.149, 204.90.41.48, 62442, udp, 6, 6, 11000, 1620140714, 1620140810, ACCEPT, OK
2, 123456789012,eni-coye1kt7, 98.83.120.134, 142.153.209.70, 8157, tcp, 6, 19, 10000, 1620140734, 1620140794, REJECT, OK
2, 123456789012,eni-b009s80z, 224.106.62.83, 225.9.219.198, 19908, udp, 1, 8, 24000, 1620140661, 1620140805, REJECT, OK
2, 123456789012,eni-udzhs6tq, 29.165.30.163, 207.191.26.10, 60911, icmp, 6, 14, 8000, 1620140708, 1620140795, ACCEPT, OK
2, 123456789012,eni-szot8dci, 199.59.160.155, 82.161.49.203, 14632, tcp, 6, 6, 7000, 1620140665, 1620140801, REJECT, OK
2, 123456789012,eni-aoqu9psa, 14.100.114.140, 209.213.36.115, 50779, tcp, 1, 14, 20000, 1620140740, 1620140773, REJECT, OK
2, 123456789012,eni-8u6smwgl, 245.120.172.99, 164.124.220.151, 36166, icmp, 17, 7, 23000, 1620140749, 1620140809, ACCEPT, OK
2, 123456789012,eni-iyfkpw6d, 221.217.7.60, 255.214.250.144, 47364, icmp, 17, 17, 4000, 1620140704, 1620140812, REJECT, OK
2, 123456789012,eni-bzyhv50y, 19.19.47.236, 246.63.185.48, 1659, udp, 6, 9, 18000, 1620140740, 1620140765, ACCEPT, OK
2, 123456789012,eni-odpqphch, 42.4.251.14, 133.2.115.252, 37414, tcp, 1, 18, 9000, 1620140700, 1620140800, ACCEPT, OK
2, 123456789012,eni-25tldh2d, 131.113.124.63, 163.96.165.25, 63559, udp, 6, 25, 11000, 1620140740, 1620140778, REJECT, OK
2, 123456789012,eni-96cyvfph, 246.103.41.151, 169.112.8.52, 57056, tcp, 17, 13, 21000, 1620140746, 1620140787, ACCEPT, OK
2, 123456789012,eni-bwhlsqo8, 39.194.165.73, 136.19.165.225, 36664, udp, 6, 16, 10000, 1620140761, 1620140786, ACCEPT, OK
2, 123456789012,eni-8y6xija7, 45.61.20.126, 197.110.38.230, 45076, tcp, 1, 24, 18000, 1620140741, 1620140721, REJECT, OK
2, 123456789012,eni-qdz7nd4m, 187.204.147.243, 8.11.31.34, 47552, udp, 6, 23, 18000, 1620140668, 1620140779, ACCEPT, OK
2, 123456789012,eni-33xp844s, 250.21.95.103, 135.124.86.210, 53157, udp, 6, 20, 13000, 1620140757, 1620140800, ACCEPT, OK
2, 123456789012,eni-oshzdtyv, 12.130.247.235, 96.177.231.98, 3283, icmp, 1, 5, 1000, 1620140731, 1620140729, ACCEPT, OK
2, 123456789012,eni-39h4utfl, 206.188.62.238, 74.125.153.152, 62927, icmp, 17, 25, 11000, 1620140710, 1620140731, ACCEPT, OK
2, 123456789012,eni-o4ygtu4k, 222.153.131.215, 74.182.157.206, 27863, icmp, 6, 10, 2000, 1620140686, 1620140744, ACCEPT, OK
2, 123456789012,eni-3b7e6my3, 180.112.221.22, 225.166.200.188, 31819, tcp, 17, 13, 15000, 1620140675, 1620140771, ACCEPT, OK
2, 123456789012,eni-sgq9ztz5, 172.47.210.29, 226.115.245.59, 53785, udp, 17, 6, 10000, 1620140716, 1620140803, REJECT, OK
2, 123456789012,eni-9q36ci5r, 134.236.56.100, 118.162.80.215, 34927, icmp, 6, 14, 2000, 1620140738, 1620140810, REJECT, OK
2, 123456789012,eni-rkjf6eco, 178.111.189.54, 104.141.135.247, 26389, udp, 1, 3, 12000, 1620140669, 1620140806, REJECT, OK
2, 123456789012,eni-1xl22w4o, 124.129.205.133, 13.104.159.128, 30508, udp, 6, 23, 9000, 1620140757, 1620140758, ACCEPT, OK
2, 123456789012,eni-2srzr3n1, 7.42.205.185, 241.4.4.196, 44574, udp, 17, 15, 1000, 1620140702, 1620140752, ACCEPT, OK
2, 123456789012,eni-bi2fz7p7, 116.109.103.179, 59.121.147.118, 45716, tcp, 1, 12, 19000, 1620140727, 1620140818, REJECT, OK
2, 123456789012,eni-avnhey2n, 228.66.200.150, 222.169.234.9, 11001, tcp, 17, 13, 7000, 1620140668, 1620140733, REJECT, OK
2, 123456789012,eni-6mdpogwc, 42.213.56.65, 108.41.141.74, 15606, udp, 17, 22, 12000, 1620140662, 1620140788, ACCEPT, OK
2, 123456789012,eni-e1xmkybl, 12.3.126.29, 241.161.111.181, 46094, icmp, 6, 4, 18000, 1620140678, 1620140787, ACCEPT, OK
2, 123456789012,eni-jq45ivp0, 211.223.13.106, 142.73.64.187, 10721, udp, 1, 11, 15000, 1620140710, 1620140776, ACCEPT, OK
2, 123456789012,eni-iqlzaelm, 158.172.224.150, 89.71.19.18, 12614, udp, 17, 12, 9000, 1620140697, 1620140805, REJECT, OK
2, 123456789012,eni-l92lpmn8, 168.194.197.12, 48.119.127.12, 4261, udp, 17, 18, 3000, 1620140712, 1620140742, ACCEPT, OK
2, 123456789012,eni-f2qbjjw7, 217.48.87.200, 231.54.224.244, 21509, udp, 6, 18, 25000, 1620140661, 1620140734, ACCEPT, OK
2, 123456789012,eni-880jpojv, 53.83.249.148, 75.200.6.67, 52234, udp, 1, 22, 8000, 1620140667, 1620140768, ACCEPT, OK
2, 123456789012,eni-10bw3g48, 102.60.183.32, 4.84.44.246, 52174, udp, 17, 11, 7000, 1620140755, 1620140724, REJECT, OK
2, 123456789012,eni-yku2jtnq, 164.150.107.123, 168.159.133.56, 6058, udp, 1, 16, 17000, 1620140676, 1620140740, ACCEPT, OK
2, 123456789012,eni-0tgdhgia, 254.246.124.29, 106.224.172.248, 966, icmp, 6, 9, 3000, 1620140681, 1620140802, REJECT, OK
2, 123456789012,eni-l79vpkb0, 12.116.93.250, 14.164.129.11, 60768, icmp, 6, 24, 18000, 1620140758, 1620140794, REJECT, OK
2, 123456789012,eni-f0og2gdk, 44.141.82.114, 55.124.193.104, 43437, icmp, 1, 4, 23000, 1620140758, 1620140766, ACCEPT, OK
2, 123456789012,eni-26km5y81, 160.156.140.206, 218.244.255.17, 51375, tcp, 6, 24, 15000, 1620140686, 1620140747, REJECT, OK
2, 123456789012,eni-453zik3q, 209.218.85.54, 169.69.126.126, 20268, udp, 6, 14, 10000, 1620140681, 1620140743, REJECT, OK
2, 123456789012,eni-tim7a5e6, 110.244.61.5, 174.69.161.237, 36266, udp, 1, 17, 17000, 1620140698, 1620140767, REJECT, OK
2, 123456789012,eni-8yl0dpq9, 21.30.172.118, 168.106.142.107, 24620, udp, 6, 24, 18000, 1620140712, 1620140752, ACCEPT, OK
2, 123456789012,eni-e44ccw9s, 243.132.136.217, 251.229.206.178, 46633, icmp, 17, 9, 11000, 1620140707, 1620140795, REJECT, OK
2, 123456789012,eni-hp8owwbw, 8.11.22.117, 208.239.159.4, 42946, tcp, 6, 13, 25000, 1620140750, 1620140753, ACCEPT, OK
2, 123456789012,eni-t78z2zbn, 183.14.21.27, 90.139.184.57, 35980, tcp, 17, 8, 2000, 1620140729, 1620140821, ACCEPT, OK
2, 123456789012,eni-xyp2vzq9, 39.41.229.6, 84.228.19.29, 56918, udp, 17, 4, 3000, 1620140727, 1620140765, REJECT, OK
2, 123456789012,eni-8s0vnkhy, 159.100.217.206, 198.226.154.240, 30804, icmp, 1, 2, 9000, 1620140666, 1620140727, REJECT, OK
2, 123456789012,eni-ln5i6o4k, 238.180.83.73, 180.224.90.253, 58277, udp, 17, 12, 6000, 1620140718, 1620140733, ACCEPT, OK
2, 123456789012,eni-2utr2o7e, 20.39.100.53, 14.0.34.89, 57893, tcp, 17, 7, 14000, 1620140681, 1620140733, ACCEPT, OK
2, 123456789012,eni-ztfqpwcy, 11.37.60.138, 8.222.125.15, 14532, icmp, 6, 25, 17000, 1620140744, 1620140745, ACCEPT, OK
2, 123456789012,eni-tw3q9acq, 114.25.254.73, 135.198.136.173, 3368, udp, 6, 16, 5000, 1620140708, 1620140723, REJECT, OK
2, 123456789012,eni-q6t34mkk, 253.73.164.149, 24.129.185.28, 28546, icmp, 6, 3, 19000, 1620140757, 1620140769, REJECT, OK
2, 123456789012,eni-zbqz4j8t, 13.156.74.239, 147.116.67.127, 22217, tcp, 6, 13, 19000, 1620140721, 1620140777, ACCEPT, OK
2, 123456789012,eni-ee7webvn, 132.21.167.192, 91.118.210.215, 33293, tcp, 1, 21, 4000, 1620140695, 1620140774, REJECT, OK
2, 123456789012,eni-b3znzn1y, 84.80.12.194, 88.116.171.86, 58935, udp, 17, 14, 8000, 1620140747, 1620140768, ACCEPT, OK
2, 123456789012,eni-1d16lplw, 150.180.1.107, 59.216.37.135, 48419, udp, 1, 19, 3000, 1620140732, 1620140746, REJECT, OK
2, 123456789012,eni-x4ktequs, 182.248.180.153, 114.121.4.94, 43569, tcp, 1, 11, 18000, 1620140701, 1620140743, REJECT, OK
2, 123456789012,eni-0os8t71g, 56.102.50.130, 157.165.167.196, 49654, icmp, 1, 21, 19000, 1620140719, 1620140796, REJECT, OK
2, 123456789012,eni-yfqekub4, 219.225.186.48, 197.91.165.161, 38612, tcp, 6, 11, 17000, 1620140749, 1620140798, ACCEPT, OK
2, 123456789012,eni-6kyp2agf, 70.86.18.52, 30.53.100.129, 2982, udp, 6, 8, 4000, 1620140700, 1620140739, REJECT, OK
2, 123456789012,eni-kri75idr, 194.171.41.51, 238.248.72.225, 5633, icmp, 6, 11, 11000, 1620140685, 1620140734, ACCEPT, OK
2, 123456789012,eni-ef2t6hh7, 9.83.244.32, 239.48.237.225, 2244, icmp, 17, 20, 18000, 1620140751, 1620140745, REJECT, OK
2, 123456789012,eni-wd3sqpi6, 210.73.142.223, 181.175.48.243, 15361, udp, 17, 13, 17000, 1620140728, 1620140737, REJECT, OK
2, 123456789012,eni-zqynrw1u, 147.245.189.200, 165.78.215.135, 4130, udp, 6, 24, 24000, 1620140707, 1620140793, REJECT, OK
2, 123456789012,eni-phpaj7by, 241.34.162.40, 179.156.188.86, 50831, icmp, 17, 3, 22000, 1620140687, 1620140775, REJECT, OK
2, 123456789012,eni-2mejanv3, 98.161.153.103, 254.153.148.195, 41637, tcp, 1, 2, 24000, 1620140683, 1620140811, REJECT, OK
2, 123456789012,eni-bcfk0z1z, 124.224.182.7, 208.22.230.203, 13263, icmp, 17, 24, 9000, 1620140668, 1620140786, ACCEPT, OK
2, 123456789012,eni-e15vvjuh, 61.148.48.200, 248.4.155.231, 51362, icmp, 17, 4, 1000, 1620140679, 1620140743, REJECT, OK
2, 123456789012,eni-s7ftjekh, 133.56.217.239, 6.186.9.78, 58298, icmp, 6, 19, 6000, 1620140681, 1620140745, ACCEPT, OK
2, 123456789012,eni-nn5m4ze8, 9.7.239.102, 127.119.166.155, 6047, tcp, 1, 21, 7000, 1620140717, 1620140734, REJECT, OK
2, 123456789012,eni-f0flblin, 209.100.41.17, 70.150.197.230, 33462, udp, 1, 10, 21000, 1620140742, 1620140755, REJECT, OK
2, 123456789012,eni-cgbmeqe9, 170.238.164.214, 237.108.199.224, 50548, udp, 6, 2, 3000, 1620140738, 1620140742, ACCEPT, OK
2, 123456789012,eni-4xa068s8, 242.10.129.15, 23.53.242.54, 25392, udp, 17, 10, 12000, 1620140703, 1620140757, ACCEPT, OK
2, 123456789012,eni-37c7rwoy, 103.132.224.74, 25.125.166.110, 10041, icmp, 1, 16, 21000, 1620140744, 1620140786, REJECT, OK
2, 123456789012,eni-oz10ewgh, 250.252.243.70, 22.138.191.148, 35304, udp, 1, 12, 16000, 1620140672, 1620140724, ACCEPT, OK
2, 123456789012,eni-dk4vqxuf, 144.173.136.213, 255.178.40.192, 28498, icmp, 6, 19, 17000, 1620140676, 1620140820, REJECT, OK
2, 123456789012,eni-543s1b8t, 227.177.84.125, 233.210.67.196, 1224, icmp, 6, 12, 7000, 1620140672, 1620140808, ACCEPT, OK
2, 123456789012,eni-guaf28pb, 114.159.115.104, 10.155.65.156, 61078, icmp, 6, 5, 19000, 1620140732, 1620140807, REJECT, OK
2, 123456789012,eni-gswfisrs, 73.153.241.105, 223.205.120.75, 51732, tcp, 1, 12, 12000, 1620140753, 1620140747, REJECT, OK
2, 123456789012,eni-2g7nl4pw, 114.159.207.31, 31.92.199.194, 27028, icmp, 6, 17, 15000, 1620140676, 1620140730, ACCEPT, OK
2, 123456789012,eni-ofizj98s, 180.232.234.30, 134.188.57.212, 34026, icmp, 17, 22, 5000, 1620140697, 1620140739, ACCEPT, OK
2, 123456789012,eni-2894jif8, 207.111.74.67, 53.6.111.45, 38354, icmp, 1, 13, 10000, 1620140689, 1620140728, ACCEPT, OK
2, 123456789012,eni-f33ng2lv, 82.93.106.235, 110.213.90.98, 53267, tcp, 6, 4, 20000, 1620140707, 1620140800, REJECT, OK
2, 123456789012,eni-yd8300qf, 246.229.187.167, 30.29.84.227, 62152, tcp, 6, 17, 24000, 1620140744, 1620140795, ACCEPT, OK
2, 123456789012,eni-f6zr4fcs, 152.250.141.235, 222.44.114.110, 44472, udp, 1, 19, 14000, 1620140760, 1620140791, REJECT, OK
2, 123456789012,eni-393p6afn, 237.124.251.103, 212.190.166.183, 17154, tcp, 1, 12, 23000, 1620140722, 1620140740, REJECT, OK
2, 123456789012,eni-83v8v3ud, 59.129.10.105, 4.30.160.191, 63378, tcp, 17, 3, 19000, 1620140705, 1620140792, ACCEPT, OK
2, 123456789012,eni-scan5t7b, 9.106.227.255, 235.139.28.148, 44072, udp, 1, 9, 7000, 1620140664, 1620140750, REJECT, OK
2, 123456789012,eni-kv4rx3a1, 209.0.53.103, 53.109.122.206, 43039, udp, 6, 21, 1000, 1620140736, 1620140739, ACCEPT, OK
2, 123456789012,eni-u5nsmz12, 229.133.7.26, 186.145.21.115, 6000, udp, 17, 16, 18000, 1620140709, 1620140796, ACCEPT, OK
2, 123456789012,eni-4k2ogxwl, 129.82.251.122, 129.220.82.117, 22305, udp, 1, 3, 14000, 1620140675, 1620140722, REJECT, OK
2, 123456789012,eni-cgfesijk, 22.221.239.125, 51.101.246.125, 5983, icmp, 1, 4, 24000, 1620140755, 1620140730, REJECT, OK
2, 123456789012,eni-5cjiolp1, 189.188.234.246, 82.201.209.33, 53877, udp, 1, 16, 23000, 1620140753, 1620140750, REJECT, OK
2, 123456789012,eni-atyut9th, 130.156.234.250, 153.157.53.198, 14024, tcp, 1, 10, 6000, 1620140739, 1620140722, ACCEPT, OK
2, 123456789012,eni-l4crtvmh, 167.84.136.219, 141.217.4.58, 18355, icmp, 6, 3, 20000, 1620140693, 1620140800, ACCEPT, OK
2, 123456789012,eni-sou2dgn4, 182.183.21.5, 215.224.203.93, 1109, udp, 17, 21, 14000, 1620140675, 1620140811, REJECT, OK
2, 123456789012,eni-85lcj27c, 4.253.206.164, 20.95.157.236, 42169, udp, 1, 16, 17000, 1620140673, 1620140800, ACCEPT, OK
2, 123456789012,eni-vzfsdo2e, 236.91.83.147, 16.32.222.64, 19304, udp, 6, 20, 13000, 1620140694, 1620140762, REJECT, OK
2, 123456789012,eni-068idlv2, 151.247.106.136, 101.16.172.90, 43466, icmp, 1, 14, 14000, 1620140744, 1620140727, ACCEPT, OK
2, 123456789012,eni-kjetdpo7, 110.227.26.56, 136.243.149.211, 26722, tcp, 1, 22, 23000, 1620140669, 1620140814, REJECT, OK
2, 123456789012,eni-57shamdj, 124.174.172.153, 128.213.225.108, 63694, udp, 17, 4, 25000, 1620140723, 1620140805, REJECT, OK
2, 123456789012,eni-s43i00lw, 60.30.69.217, 80.200.37.183, 33498, icmp, 1, 14, 13000, 1620140744, 1620140782, ACCEPT, OK
2, 123456789012,eni-glh71wli, 192.98.185.146, 230.67.65.117, 22487, icmp, 1, 1, 12000, 1620140726, 1620140726, REJECT, OK
